titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
"Visando intensificar combate à violência contra mulher, Operação Shamar é lançada no Amazonas",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é preso por agressão, injúria e ameaça contra ex-companheira, na zona norte de Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagem de motorista de aplicativo procurado por lesão corporal e roubo em Flores,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"PC prende homem em flagrante com 51 tabletes de maconha avaliados em R$ 500 mil, no Porto de Jutaí",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem de 41 anos é preso suspeito de estupro contra a própria sobrinha em Manacapuru,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Dupla é presa por esquema de desbloqueio e revenda de celulares roubados em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Ex-marido invade casa, agride e ameaça mulher na zona leste de Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Aposentado é atacado com terçados durante tentativa de latrocínio em Manacapuru,Latrocínio,Roubo seguido de morte,extrema,NA,Latrocínio,NA
"Após denúncia, trio de traficantes é preso no Iranduba",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem por roubo a ônibus da linha 641,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia intercepta carga com dois mil comprimidos de ecstasy oriundos de São Paulo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente de 15 anos é morta após tortura na Compensa; polícia pede ajuda para identificar autores,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Estado vai indenizar mulher indígena estuprada por PMs e guarda em R$300 mil,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Homem de 48 anos é preso por torturar, dopar e estuprar filha e neta em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa com armas no Jorge Teixeira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Barbaridade: avô é preso por estupro e tortura da própria neta em Manaus,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Em Alvarães, Polícia prende homem por estupro de vulnerável contra adolescente",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Polícia Civil prende suspeito de homicídio qualificado praticado em Santo Antônio do Içá,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é perseguido e morto a tiros em rua de Iranduba,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Após bebedeira, homem é assassinado com golpes de punhal no interior do AM",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Fugitivo há pelo menos três anos pelo crime de assassinato é preso pela ROCAM,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Assaltantes da linha de ônibus 641 estão sendo procurados pela polícia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Moradores do Tarumã encontram homem morto e polícia atribui o crime a duelo de facções,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Amarrado e com sinais de tortura, homem é encontrado morto na Colônia Santo Antônio",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Homem é procurado por crimes de violência doméstica contra ex-companheira, em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Itacoatiara, PC-AM prende homem envolvido com o tráfico de drogas na comunidade Novo Remanso",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia procura por homens condenados a 70 anos de prisão por homicídio de técnica de enfermagem,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Perito da Polícia Civil preso durante operação é liberado após colaborar com investigações,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"""Fui possuído pelo demônio"", afirma homem que matou companheira com 46 facadas em Manaus",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Justiça concede regime de semiliberdade a indígena que denunciou estupros em delegacia no interior,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Agressor alega autismo e claustrofobia após espancar namorada, mas especialistas rebatem",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem que assassinou esposa com facadas disse à polícia que foi motivado por uma suposta traição,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Mulher é presa vendendo drogas em quitinete na presença dos filhos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Operação aponta que PMs criaram milícia para extorquir criminosos e familiares no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Agente penitenciário é preso por estupro de presa algemada durante transferência,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Homem que assassinou a esposa a facadas é preso em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
PMs e perito da Polícia Civil são presos por atuarem em milícia envolvida em roubos e extorsão,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Amazonas inicia returno da Série B com jogo na Arena da Amazônia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia Civil prende principal suspeito de matar mulher e lançar o corpo no rio Purus, em Tapauá",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"PC prende homem por lesão corporal, estupro e furto contra ex-companheira no bairro Santa Inês",Estupro,Estupro consumado,extrema,NA,Estupro,NA
Polícia Civil prende homem foragido do Pará condenado a mais de nove anos por estupro de vulnerável,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Defesa de acusados por estupro de indígena no AM nega crime e tenta desqualificar laudo,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Enfermeiro é preso após tentar matar primos a tiros em condomínio de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso após tentar fugir de motel sem pagar a conta,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Marido é suspeito de assassinar esposa com mais de dez facadas, trancar o corpo em casa e fugir",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
PMs resgatam homem após provável golpe do Rupinol no Coroado,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PF, ICMBio e FUNAI desmantelam garimpo ilegal em leitos de rios da Amazônia",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Federal e Militar prendem dupla em posse de 50 quilos de maconha em Careiro da Várzea,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem conhecido como ""Pato"" é morto a tiros durante a madrugada em Borba",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia apreende 50 kg de skunk avaliados em mais de R$ 1 milhão na BR-319,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso após tentar matar mulher e filho com carabina e terçado em comunidade de Manacapuru,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Mulher algemada é estuprada por agente penitenciário durante transferência para presídio no AM,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"No AM, abusos sexuais contra crianças e adolescentes seguem concentrados dentro do próprio lar",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem atira acidentalmente contra amigo durante caça em região de mata em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PMs e guarda suspeitos de estuprar indígena são presos após pedido de prisão preventiva do MPAM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Casal é preso por tráfico de drogas no Coroado,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Três pessoas e um adolescente são presos transportando drogas em Tefé,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
MPAM pede prisão preventiva de PMs e de guarda municipal suspeitos de estuprar indígena,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso em Manaus acusado de estuprar enteada de 11 anos e vizinha de 10,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Grupo de 10 pistoleiros executa em Manaus conselheiro do Comando Vermelho com 18 tiros,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Amazonas é 2º estado da região Norte com mais mortes violentas intencionais,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Grupo é preso por sequestro e extorsão de casal em Manaus,Sequestro/Cárcere Privado,Privação de liberdade com restrição,muito alta,NA,Sequestro/Cárcere Privado,NA
Homem é preso após polícia descobrir plantação de maconha em empresa de fachada em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Justiça Federal aceita denúncia contra grupo acusado de agredir agente da PF em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa após uma série de assaltos pelas ruas do Grande Vitória,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Pistoleiros invadem clínica e executam um homem em Manaus; outro ficou gravemente ferido,Acerto de Contas,Execução por disputa/vingança,extrema,NA,Acerto de Contas,NA
Jovem morre após grave acidente entre motocicletas em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PF prende em Manaus suspeito de armazenar e compartilhar material de abuso infantil,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policiais militares serão indiciados por estupro coletivo de indígena em delegacia no interior do AM,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Suspeito foge e pistola é apreendida pela Rocam na Zona Leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Traficante procurado pela Polícia Civil tentava formar novo cartel de drogas, o 'Cartel 13'",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla de traficantes é presa vendendo droga em flutuante em Manacapuru,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dois jovens são presos suspeitos de drogar e estuprar adolescente de 15 anos em pensão de Manacapuru,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
